dat...date.name.,SPOUT.LEFT.BOTTOM.1FI33513.PV,ROOF.HT.BAY.TOTAL.PWR.1CLBAYTOT_CPV,l_n.2_glass,TMP.GLASS..LEFT.EXIT.1TIC30109.PV,S_AB7_C4_L,re_btm_up_dn,cluster
2016-04-07 13,0.246323602,-1.239742175,-0.22379897,0.14808375,-0.976873381,0.509397769,-0.840522157
2016-04-07 14,0.346123187,-1.254304555,-0.230617189,0.160548018,-1.051589952,0.585650279,-0.840522157
2016-04-07 15,0.399810294,-1.267367808,-0.236269462,0.170340103,-1.096158583,0.630258885,-0.840522157
2016-04-07 16,0.431105951,-1.245972761,-0.233275635,0.169135054,-1.139095924,0.666718986,-0.840522157
2016-04-07 17,0.411847288,-1.231391422,-0.23197466,0.169605481,-1.198618477,0.664828306,-0.840522157
2016-04-07 18,0.346213221,-1.215877652,-0.232194311,0.168679405,-1.262667491,0.638015812,-0.840522157
2016-04-07 19,0.246799367,-1.197267926,-0.231948068,0.168144068,-1.292986175,0.641727492,-0.840522157
2016-04-07 20,0.113921854,-1.226778703,-0.23118079,0.165023456,-1.297837984,0.585275631,-0.840522157
2016-04-07 21,0.046555426,-1.203631603,-0.236234067,0.172145345,-1.274849249,0.564189517,-0.840522157
2016-04-07 23,-0.068162252,-1.228548505,-0.240690336,0.185903548,-1.260029857,0.506068498,-0.840522157
2016-04-08 00,-0.198356558,-1.235158763,-0.240557829,0.186183244,-1.214204322,0.473403952,-0.840522157
2016-04-08 01,-0.278811241,-1.237644026,-0.240387309,0.186239358,-1.205506945,0.454507919,-0.840522157
2016-04-08 02,-0.337100746,-1.260096589,-0.241561063,0.183706272,-1.224925124,0.493721886,-0.840522157
2016-04-08 03,-0.355385283,-1.264567795,-0.239027254,0.180817127,-1.207786299,0.483195086,-0.840522157
2016-04-08 04,-0.338956148,-1.282501868,-0.235886729,0.17741758,-1.187675909,0.471537492,-0.840522157
2016-04-08 05,-0.355996217,-1.269278142,-0.23484865,0.175307166,-1.139883579,0.463780947,-0.840522157
2016-04-08 06,-0.371954659,-1.290683689,-0.236043623,0.179087713,-1.050743342,0.464808809,-0.840522157
2016-04-08 07,-0.38884995,-1.291403417,-0.23099613,0.178838253,-0.964088597,0.472139749,-0.840522157
2016-04-08 08,-0.38213548,-1.307926398,-0.223294097,0.176495287,-0.952448687,0.477482796,-0.840522157
2016-04-08 09,-0.34977062,-1.338236666,-0.220645366,0.172759748,-0.979960361,0.498384624,-0.840522157
2016-04-08 10,-0.283050684,-1.363484975,-0.221963921,0.169759702,-0.983223968,0.496936793,-0.840522157
2016-04-08 11,-0.189474235,-1.308393313,-0.218285732,0.158712805,-0.924501039,0.505133738,-0.840522157
2016-04-08 12,-0.065586724,-1.254967631,-0.215658042,0.151095751,-0.912334396,0.532160282,-0.840522157
2016-04-08 13,0.040686349,-1.277608011,-0.218584249,0.149000954,-0.926282145,0.555969922,-0.840522157
2016-04-08 14,0.089662844,-1.286390857,-0.218278628,0.143581683,-0.922577092,0.579977997,-0.840522157
2016-04-08 15,0.100001226,-1.288709378,-0.220136054,0.139781455,-0.921907005,0.583914665,-0.840522157
2016-04-08 16,0.04451438,-1.295915449,-0.22435552,0.140568001,-0.923346418,0.580573567,-0.840522157
2016-04-08 17,-0.059410622,-1.273373793,-0.230576792,0.149053776,-0.955269138,0.568313277,-0.840522157
2016-04-08 18,-0.181942755,-1.254056048,-0.233883806,0.156084469,-0.972942492,0.549219618,-0.840522157
2016-04-08 19,-0.286807039,-1.270679679,-0.231351091,0.155748311,-0.962733241,0.524339336,-0.840522157
2016-04-08 20,-0.326514295,-1.233138225,-0.239800793,0.169664993,-0.965072644,0.532237885,-0.840522157
2016-04-08 21,-0.332897868,-1.256406935,-0.241924016,0.178863901,-0.963170823,0.517111719,-0.840522157
2016-04-08 22,-0.358036136,-1.248589264,-0.239176865,0.177664785,-0.976905116,0.507915497,-0.840522157
2016-04-08 23,-0.375608612,-1.210152806,-0.239809228,0.180627784,-0.954279824,0.50562334,-0.840522157
2016-04-09 00,-0.383512241,-1.212268819,-0.240295888,0.184673359,-0.858109338,0.509728228,-0.840522157
2016-04-09 01,-0.372782435,-1.21254686,-0.236172736,0.183673886,-0.730367061,0.502935456,-0.840522157
2016-04-09 02,-0.400946967,-1.208375714,-0.238147231,0.186269329,-0.640590318,0.49660601,-0.840522157
2016-04-09 03,-0.404446919,-1.138119476,-0.236498369,0.184906044,-0.570367618,0.496012901,-0.840522157
2016-04-09 04,-0.405301593,-1.143061637,-0.237081001,0.186473356,-0.533058148,0.484234913,-0.840522157
2016-04-09 05,-0.417545346,-1.167270483,-0.235169331,0.184640041,-0.510862505,0.47011939,-0.840522157
2016-04-09 06,-0.421887784,-1.170691462,-0.237603931,0.1875854,-0.486269666,0.481819971,-0.840522157
2016-04-09 07,-0.424819238,-1.175780576,-0.236747024,0.188210782,-0.480945052,0.484879361,-0.840522157
2016-04-09 08,-0.396785873,-1.176549476,-0.233545175,0.18960648,-0.514067156,0.499257951,-0.840522157
2016-04-09 09,-0.424291873,-1.169544854,-0.224471521,0.180698236,-0.569185332,0.485278829,-0.840522157
2016-04-09 10,-0.448760874,-1.107139975,-0.223253101,0.176928376,-0.620049527,0.50198023,-0.840522157
2016-04-09 11,-0.422123872,-1.099212024,-0.222878036,0.175153436,-0.616690682,0.512153091,-0.840522157
2016-04-09 12,-0.403029886,-1.135605926,-0.219806816,0.168450911,-0.634301046,0.519484586,-0.840522157
2016-04-09 13,-0.370530034,-1.141678003,-0.225168604,0.17059033,-0.676166112,0.537111438,-0.840522157
2016-04-09 14,-0.293716316,-1.134793934,-0.231813692,0.178523282,-0.650190217,0.533169342,-0.840522157
2016-04-09 15,-0.276793534,-1.134980654,-0.230425511,0.178989993,-0.675659179,0.556043332,-0.840522157
2016-04-09 16,-0.241287436,-1.135954214,-0.230742036,0.179695096,-0.725871582,0.566548616,-0.840522157
2016-04-09 17,-0.223272913,-1.138238064,-0.233715826,0.179405546,-0.687101465,0.555544872,-0.840522157
2016-04-09 18,-0.205352607,-1.128864465,-0.233550545,0.178676979,-0.686189812,0.555646971,-0.840522157
2016-04-09 19,-0.226751958,-1.104729265,-0.230007804,0.176540742,-0.749248896,0.549631133,-0.840522157
2016-04-09 20,-0.253864695,-1.095437432,-0.232065271,0.178884673,-0.80670456,0.553152567,-0.840522157
2016-04-09 21,-0.327470747,-1.119656739,-0.227456919,0.173937556,-0.838702958,0.552169113,-0.840522157
2016-04-09 22,-0.307443619,-1.137388381,-0.235179476,0.18339167,-0.904903977,0.555424917,-0.840522157
2016-04-09 23,-0.302200334,-1.191813756,-0.23755606,0.188024351,-0.976447152,0.542653751,-0.840522157
2016-04-10 00,-0.294704291,-1.204755324,-0.235756624,0.187238859,-0.956355639,0.511755702,-0.840522157
2016-04-10 01,-0.271429995,-1.197211351,-0.234206384,0.187487558,-0.982783137,0.496182681,-0.840522157
2016-04-10 02,-0.27419176,-1.158226288,-0.233548768,0.186441362,-1.038146743,0.502746908,-0.840522157
2016-04-10 03,-0.269072673,-1.142836206,-0.233592234,0.187033591,-1.049339939,0.505082954,-0.840522157
2016-04-10 04,-0.268504205,-1.155685471,-0.235889881,0.189964706,-1.028193317,0.490616425,-0.840522157
2016-04-10 05,-0.26564938,-1.177355274,-0.234329851,0.190875254,-0.997792526,0.48453987,-0.840522157
2016-04-10 06,-0.25178572,-1.218928476,-0.233254578,0.187444397,-0.958261563,0.486536299,-0.840522157
2016-04-10 07,-0.248106589,-1.229017535,-0.230224918,0.185024427,-0.91803815,0.500265244,-0.840522157
2016-04-10 08,-0.225968843,-1.277619454,-0.229771854,0.183055502,-0.898298692,0.50091989,-0.840522157
2016-04-10 09,-0.198483424,-1.29381103,-0.226275346,0.17298908,-0.959266095,0.494849492,-0.840522157
2016-04-10 10,-0.163673847,-1.267492704,-0.225633951,0.161508531,-0.98161022,0.502543934,-0.840522157
2016-04-10 11,-0.079803938,-1.241372618,-0.230006889,0.156871654,-0.996409026,0.507850831,-0.840522157
2016-04-10 12,-0.003356614,-1.225482046,-0.229485525,0.155993961,-1.020217767,0.532651905,-0.840522157
2016-04-10 13,0.117228274,-1.244712738,-0.230229401,0.156474403,-1.078173901,0.54499168,-0.840522157
2016-04-10 14,0.24143826,-1.249327723,-0.234202685,0.158484901,-1.1210581,0.506685077,-0.840522157
2016-04-10 15,0.265604418,-1.287466199,-0.237409478,0.164101069,-1.164464518,0.523155184,-0.840522157
2016-04-10 16,0.220482378,-1.284935805,-0.238432473,0.160026091,-1.257860035,0.503908538,-0.840522157
2016-04-10 17,0.241540601,-1.306107385,-0.239587277,0.162256289,-1.336198869,0.503050676,-0.840522157
2016-04-10 18,0.212139521,-1.323665902,-0.241631543,0.166410635,-1.391103964,0.508205267,-0.840522157
2016-04-10 19,0.137325063,-1.308281031,-0.241095457,0.163332373,-1.427900721,0.501643719,-0.840522157
2016-04-10 20,0.041112499,-1.288566732,-0.242917445,0.161888854,-1.397971948,0.489400777,-0.840522157
2016-04-10 21,-0.089313742,-1.255789103,-0.242122898,0.159081189,-1.349527109,0.446284132,-0.840522157
2016-04-10 22,-0.148813819,-1.270793093,-0.241475079,0.160104776,-1.361659452,0.412679478,-0.840522157
2016-04-10 23,-0.18317361,-1.286750777,-0.238972594,0.158935692,-1.419220306,0.387102821,-0.840522157
2016-04-11 00,-0.249421933,-1.289471253,-0.239463286,0.159793891,-1.460165614,0.41491316,-0.840522157
2016-04-11 01,-0.298366578,-1.234051055,-0.241394443,0.161612946,-1.405314926,0.437764905,-0.840522157
2016-04-11 02,-0.337801033,-1.239459111,-0.239718416,0.160696195,-1.371419221,0.438337976,-0.817255345
2016-04-11 03,-0.379554199,-1.243554686,-0.240139421,0.161851394,-1.384043588,0.443069215,-0.817255345
2016-04-11 04,-0.416620448,-1.213262358,-0.240401905,0.162478243,-1.331264475,0.436790356,-0.817255345
2016-04-11 05,-0.453639396,-1.213001123,-0.239680539,0.160661498,-1.202682939,0.418209191,-0.817255345
2016-04-11 06,-0.484204459,-1.163162218,-0.235191548,0.159076507,-1.067660981,0.418878574,-0.817255345
2016-04-11 07,-0.49538414,-1.154110697,-0.2370925,0.162028908,-0.931796312,0.416535922,-0.817255345
2016-04-11 08,-0.468575609,-1.133920797,-0.238111185,0.164048252,-0.886923056,0.426185445,-0.817255345
2016-04-11 09,-0.383549815,-1.102810358,-0.236933927,0.167476335,-0.856795087,0.439334516,-0.817255345
2016-04-11 10,-0.266375319,-1.083077062,-0.236998252,0.169238747,-0.804607783,0.417122183,-0.817255345
2016-04-11 11,-0.218640652,-1.033849795,-0.231759756,0.164369471,-0.840306344,0.457756123,-0.817255345
2016-04-11 12,-0.18480873,-0.992264016,-0.229953935,0.163867236,-0.852251767,0.470130662,-0.817255345
2016-04-11 13,-0.087783544,-1.043935643,-0.232225705,0.172425438,-0.864453599,0.512366622,-0.817255345
2016-04-11 14,0.04248668,-0.981607394,-0.240975427,0.180177567,-0.87761978,0.616416188,-0.817255345
2016-04-11 15,0.142615975,-0.757894242,-0.245386103,0.188008823,-0.923006296,0.756428988,-0.817255345
2016-04-11 16,0.214285458,-0.749761631,-0.244119347,0.187688365,-0.986675691,0.771846459,-0.817255345
2016-04-11 17,0.228857026,-0.768672474,-0.247242407,0.188625415,-1.018854853,0.749679504,-0.817255345
2016-04-11 18,0.19604929,-0.773333535,-0.24898776,0.190751467,-1.014839771,0.742799856,-0.817255345
2016-04-11 19,0.123068645,-0.789527302,-0.252455856,0.191862094,-0.974425813,0.716593384,-0.817255345
2016-04-11 20,-0.044217325,-0.822790539,-0.245185272,0.184739531,-0.928069817,0.720737056,-0.817255345
2016-04-11 21,-0.209291639,-0.820884397,-0.240169614,0.176531356,-0.908054528,0.70635902,-0.817255345
2016-04-11 22,-0.306720586,-0.816974447,-0.245967997,0.169625405,-0.897800137,0.69199273,-0.817255345
2016-04-11 23,-0.329849956,-0.820955777,-0.263228,0.182897421,-0.866154821,0.668704696,-0.817255345
2016-04-12 00,-0.391940032,-0.830968244,-0.264779287,0.183411621,-0.820789781,0.629561309,-0.817255345
2016-04-12 01,-0.428444812,-0.835155102,-0.261971908,0.179717788,-0.779266786,0.617431704,-0.817255345
2016-04-12 02,-0.471251255,-0.840707919,-0.254625375,0.176988257,-0.728481483,0.606403462,-0.817255345
2016-04-12 03,-0.505729698,-0.840667017,-0.250564663,0.177065089,-0.687952965,0.585556253,-0.817255345
2016-04-12 04,-0.495018635,-0.841564023,-0.246999736,0.175992699,-0.645253053,0.578784201,-0.817255345
2016-04-12 05,-0.448731456,-0.839067128,-0.244879704,0.17460005,-0.584576973,0.577016433,-0.817255345
2016-04-12 06,-0.409818732,-0.859986915,-0.245093453,0.173329374,-0.543889987,0.565446085,-0.817255345
2016-04-12 07,-0.372233303,-0.863104814,-0.243719426,0.173614655,-0.510503781,0.562966384,-0.817255345
2016-04-12 08,-0.277782933,-0.874452876,-0.241363213,0.174483393,-0.511816767,0.572001558,-0.817255345
2016-04-12 09,-0.239877995,-0.881232141,-0.244244231,0.173606373,-0.562671763,0.599476218,-0.817255345
2016-04-12 10,-0.167629605,-0.902201214,-0.253489947,0.170330393,-0.626570619,0.639333074,-0.817255345
2016-04-12 11,-0.111245916,-0.938257213,-0.260533184,0.175398209,-0.706482984,0.678338812,-0.817255345
2016-04-12 14,0.112961606,-0.935761376,-0.266956646,0.177014549,-0.834074044,0.760576772,-0.817255345
2016-04-12 15,0.198235233,-0.944742726,-0.265932489,0.175861859,-0.804790873,0.785901035,-0.817255345
2016-04-12 16,0.212410928,-0.944912527,-0.266242568,0.175964339,-0.791774952,0.796532765,-0.817255345
2016-04-12 23,-0.286465169,-0.896146887,-0.27637672,0.17765937,0.13265887,0.705594259,-0.817255345
2016-04-13 00,-0.294684689,-0.888523188,-0.274885652,0.179448029,0.144375107,0.676510974,-0.817255345
2016-04-13 01,-0.281041963,-0.7986303,-0.280710182,0.193509028,0.194836088,0.708709792,-0.817255345
2016-04-13 02,-0.288334628,-0.780829356,-0.278298833,0.195340595,0.258383537,0.677135256,-0.817255345
2016-04-13 03,-0.304818803,-0.729515383,-0.278822481,0.199203809,0.266319863,0.665296414,-0.817255345
2016-04-13 04,-0.307217881,-0.726640931,-0.27586851,0.201042617,0.286521354,0.667591378,-0.817255345
2016-04-13 05,-0.305950935,-0.726658719,-0.275984579,0.204583701,0.32187757,0.649824394,-0.817255345
2016-04-13 06,-0.314853097,-0.7413344,-0.275503562,0.206794295,0.395515266,0.637112224,-0.817255345
2016-04-13 07,-0.302565097,-0.80316858,-0.2713989,0.203639267,0.447977204,0.620017684,-0.817255345
2016-04-13 08,-0.281897853,-0.838600327,-0.26364906,0.190464801,0.399531271,0.588119493,-0.817255345
2016-04-13 09,-0.238964899,-0.940533699,-0.258696288,0.177433263,0.378640202,0.596397297,-0.817255345
2016-04-13 10,-0.20339691,-0.948885472,-0.259669794,0.179620365,0.365781792,0.667655086,-0.793988533
2016-04-13 11,-0.088192198,-0.970257406,-0.264563275,0.177190596,0.268862362,0.698034393,-0.793988533
2016-04-13 12,0.056516292,-0.977185701,-0.25850285,0.169034223,0.142314339,0.734675257,-0.793988533
2016-04-13 13,0.166801558,-0.994819639,-0.257479838,0.163836008,-0.010431174,0.741522671,-0.793988533
2016-04-13 14,0.269911151,-1.008624562,-0.253521339,0.154998459,-0.140705794,0.682613527,-0.793988533
2016-04-13 15,0.387643349,-1.05231374,-0.249077711,0.142717964,-0.232599729,0.680421921,-0.793988533
2016-04-13 16,0.441322182,-1.048627296,-0.245947576,0.136667648,-0.313210599,0.686884349,-0.793988533
2016-04-13 17,0.416701878,-1.193201847,-0.245759471,0.126674607,-0.36425891,0.558908642,-0.793988533
2016-04-13 18,0.366374838,-1.172374174,-0.245736691,0.120090834,-0.420439238,0.519264588,-0.793988533
2016-04-13 19,0.279934679,-1.193009688,-0.24632052,0.117398591,-0.469373331,0.494934589,-0.793988533
2016-04-13 20,0.116958437,-1.176580822,-0.250655743,0.118400623,-0.447017612,0.486101096,-0.793988533
2016-04-13 21,-0.084714547,-1.057817234,-0.249568426,0.115881366,-0.45214556,0.553648105,-0.793988533
2016-04-13 22,-0.099828041,-0.964252442,-0.260878968,0.127817393,-0.503148389,0.608353681,-0.793988533
2016-04-13 23,-0.133245556,-0.984423194,-0.260519848,0.131085565,-0.53724223,0.542097854,-0.793988533
2016-04-14 00,-0.181479416,-0.977491576,-0.259019143,0.130204872,-0.502849988,0.498182193,-0.793988533
2016-04-14 01,-0.229377723,-0.955396025,-0.260748257,0.129136745,-0.449430539,0.356629672,-0.793988533
2016-04-14 02,-0.274277584,-0.978418154,-0.264966245,0.137782967,-0.345181229,0.319681379,-0.793988533
2016-04-14 06,-0.379122769,-1.042177435,-0.264457171,0.138158084,-0.209128579,0.359479702,-0.793988533
2016-04-14 07,-0.389204808,-1.044660545,-0.264870259,0.137711683,-0.205733418,0.339449954,-0.793988533
2016-04-14 08,-0.326476425,-1.049235837,-0.262051891,0.13985156,-0.325690143,0.357047747,-0.793988533
2016-04-14 09,-0.338855052,-1.017070677,-0.259517292,0.139076109,-0.392132659,0.363493151,-0.793988533
2016-04-14 10,-0.369991637,-1.000143776,-0.256848987,0.140889672,-0.370462176,0.382966436,-0.793988533
2016-04-14 11,-0.358041563,-1.019510921,-0.256188019,0.141177761,-0.333660051,0.377161691,-0.793988533
2016-04-14 12,-0.340046406,-1.031427453,-0.253357473,0.140106893,-0.312903238,0.383559731,-0.793988533
2016-04-14 13,-0.266552393,-1.037106148,-0.253176702,0.138353707,-0.366923593,0.392493533,-0.793988533
2016-04-14 14,-0.089143549,-1.060426221,-0.253064872,0.140602951,-0.387966701,0.410658749,-0.793988533
2016-04-14 15,0.105354771,-1.100645021,-0.256703478,0.144852442,-0.255060569,0.45563892,-0.793988533
2016-04-14 16,0.139575803,-1.133070207,-0.255033344,0.143152338,-0.169466027,0.480442951,-0.793988533
2016-04-14 17,0.147846034,-1.107088537,-0.255697414,0.14319953,-0.133109349,0.489165441,-0.793988533
2016-04-14 18,0.194184191,-1.104347214,-0.255791049,0.141334408,-0.137517455,0.494408676,-0.793988533
2016-04-14 19,0.085568653,-1.105997408,-0.258456775,0.142650137,-0.211000649,0.460755339,-0.793988533
2016-04-14 20,-0.088469893,-1.097889119,-0.255213665,0.133668193,-0.225703054,0.449637057,-0.793988533
2016-04-14 21,-0.245985207,-1.078627949,-0.256616765,0.123591382,-0.230677151,0.425582714,-0.793988533
2016-04-14 22,-0.367742943,-1.067122588,-0.261344994,0.116923162,-0.26020712,0.400457706,-0.793988533
2016-04-14 23,-0.37107202,-0.981191994,-0.269035077,0.131485894,-0.26691626,0.37272855,-0.793988533
2016-04-15 00,-0.404410739,-0.972639829,-0.268353942,0.140346493,-0.298948102,0.35698382,-0.793988533
2016-04-15 01,-0.448723241,-0.96881595,-0.264730548,0.143668359,-0.287640175,0.332334623,-0.793988533
2016-04-15 02,-0.493593921,-0.966762894,-0.257728583,0.149450929,-0.243285821,0.314425243,-0.793988533
2016-04-15 03,-0.541287545,-0.984398041,-0.25285401,0.152324711,-0.188256968,0.307380735,-0.793988533
2016-04-15 04,-0.57430726,-0.984706371,-0.24974043,0.153238821,-0.172654093,0.295071856,-0.793988533
2016-04-15 05,-0.601349535,-0.983390831,-0.248445742,0.155761855,-0.136667356,0.299166765,-0.793988533
2016-04-15 06,-0.633871155,-0.985054697,-0.243351718,0.151480998,-0.075230808,0.292189314,-0.793988533
2016-04-15 07,-0.643573306,-0.991188712,-0.242672802,0.151781731,0.024623461,0.280493872,-0.793988533
2016-04-15 08,-0.599954092,-1.002935367,-0.239079996,0.149877506,0.078742576,0.277945566,-0.793988533
2016-04-15 09,-0.505359567,-1.010535953,-0.237945416,0.14492285,0.092437269,0.310040079,-0.793988533
2016-04-15 10,-0.299775604,-0.953787789,-0.247989563,0.151425881,0.107431338,0.361280363,-0.793988533
2016-04-15 11,-0.10385957,-1.001895678,-0.247782247,0.15138454,0.117427749,0.265835526,-0.793988533
2016-04-15 12,0.053530865,-1.060520601,-0.259072,0.165117096,0.101509203,-0.177410697,-0.793988533
2016-04-15 13,0.188332046,-1.097764224,-0.253098373,0.168765705,0.080470951,0.333740159,-0.77072172
2016-04-15 14,0.289367587,-1.124380645,-0.2518228,0.166453597,0.074192451,0.498535116,-0.77072172
2016-04-15 15,0.298441721,-1.142680794,-0.248010804,0.162228094,0.090142458,0.583766529,-0.77072172
2016-04-15 16,0.306090757,-1.124704989,-0.249201654,0.161720951,0.090233045,0.614934412,-0.77072172
2016-04-15 17,0.281849599,-1.098313923,-0.244500696,0.156235514,0.055865493,0.623568813,-0.77072172
2016-04-15 18,0.237595133,-1.097143144,-0.247402893,0.159656528,-0.021542811,0.616834979,-0.77072172
2016-04-15 19,0.161758655,-1.097185179,-0.248035743,0.160446007,-0.07508807,0.612068572,-0.77072172
2016-04-15 20,0.071367839,-1.096876773,-0.246956157,0.158332373,-0.108772781,0.568192456,-0.77072172
2016-04-15 21,-0.094040101,-1.097105339,-0.245341959,0.156317926,-0.141113181,0.557109401,-0.77072172
2016-04-15 22,-0.248926833,-1.089599171,-0.244062837,0.15108781,-0.166779971,0.549235245,-0.77072172
2016-04-15 23,-0.350348459,-1.083593224,-0.244595244,0.151179333,-0.181879161,0.539566411,-0.77072172
2016-04-16 00,-0.439171177,-1.083136847,-0.243931086,0.146277257,-0.136708495,0.519572456,-0.77072172
2016-04-16 01,-0.470776232,-1.065244771,-0.247059107,0.144917374,-0.081167955,0.496970853,-0.77072172
2016-04-16 02,-0.459080069,-0.992423469,-0.250451881,0.156435157,-0.087424124,0.530632805,-0.77072172
2016-04-16 03,-0.476085323,-1.011609218,-0.252198125,0.166908022,-0.106287357,0.528521642,-0.77072172
2016-04-16 04,-0.505445153,-1.027501792,-0.243427073,0.156670566,-0.074253634,0.488144543,-0.77072172
2016-04-16 05,-0.534879566,-0.992084623,-0.244026512,0.156794017,-0.026919678,0.478969492,-0.77072172
2016-04-16 06,-0.562266321,-0.989673799,-0.242692797,0.15495495,0.027383724,0.472306676,-0.77072172
2016-04-16 07,-0.583910836,-0.989609897,-0.242220396,0.154654112,0.105756037,0.469858194,-0.77072172
2016-04-16 08,-0.548069184,-0.994714646,-0.238311573,0.150581468,0.174695023,0.463473934,-0.77072172
2016-04-16 09,-0.473928561,-0.925649129,-0.242282443,0.152840014,0.188865667,0.488202222,-0.77072172
2016-04-16 10,-0.273203399,-0.902898658,-0.25443242,0.180191149,0.196784964,0.548604472,-0.77072172
2016-04-16 11,-0.081674256,-0.9753066,-0.255311523,0.189714728,0.170844189,0.597832481,-0.77072172
2016-04-16 12,0.069700335,-1.003677037,-0.257782594,0.193723124,0.120498896,0.631049656,-0.77072172
2016-04-16 13,0.159091758,-1.01845231,-0.255782781,0.19410359,0.079420801,0.639246463,-0.77072172
2016-04-16 14,0.104908009,-1.005083823,-0.251419076,0.190026275,0.0859963,0.626944306,-0.77072172
2016-04-16 15,-0.005630248,-0.980877206,-0.251349884,0.185703916,0.097968124,0.641381233,-0.77072172
2016-04-16 16,-0.023913984,-0.983278587,-0.252941665,0.186688671,0.045400483,0.608012966,-0.77072172
2016-04-16 17,-0.028571839,-1.025778178,-0.254319254,0.18921492,-0.006858394,0.567982449,-0.77072172
2016-04-16 18,-0.07380998,-1.006459187,-0.256427437,0.189967304,-0.032828681,0.562951635,-0.77072172
2016-04-16 19,-0.125270754,-0.996941884,-0.260519876,0.193886466,-0.091309189,0.562580522,-0.77072172
2016-04-16 20,-0.118610762,-1.038270582,-0.265611504,0.203362963,-0.107172712,0.530796383,-0.77072172
2016-04-16 21,-0.143516679,-1.115363718,-0.253535022,0.19049941,-0.098047739,0.504999681,-0.77072172
2016-04-16 22,-0.144964939,-1.133809762,-0.245681256,0.179659352,-0.109871935,0.526778117,-0.77072172
2016-04-16 23,-0.138029298,-1.216922478,-0.240632473,0.169476064,-0.084079266,0.513257228,-0.77072172
2016-04-17 00,-0.139567711,-1.19553268,-0.235666947,0.161249614,-0.060999567,0.553612867,-0.77072172
2016-04-17 01,-0.184421309,-1.151918016,-0.237902698,0.162158221,-0.042620834,0.570146786,-0.77072172
2016-04-17 02,-0.155801683,-1.191463278,-0.240016214,0.164804992,-0.053915493,0.578791801,-0.77072172
2016-04-17 03,-0.136598149,-1.22767771,-0.242351219,0.167026322,-0.116791488,0.572028261,-0.77072172
2016-04-17 04,-0.197275078,-1.268950815,-0.241063324,0.163757886,-0.173359368,0.568476924,-0.77072172
2016-04-17 05,-0.212104027,-1.328005943,-0.240585807,0.159668378,-0.224474978,0.5600043,-0.77072172
2016-04-17 06,-0.204846949,-1.384043935,-0.24038542,0.155909095,-0.299509682,0.55928739,-0.77072172
2016-04-17 07,-0.216797676,-1.359884602,-0.243083957,0.151133431,-0.348481152,0.525762104,-0.77072172
2016-04-17 08,-0.207102642,-1.299840241,-0.245719909,0.151694123,-0.427184455,0.475107053,-0.77072172
2016-04-17 09,-0.185101727,-1.27635743,-0.250942514,0.162585663,-0.468532158,0.470140907,-0.77072172
2016-04-17 10,-0.177532169,-1.265596948,-0.248127074,0.161112548,-0.509632412,0.432753091,-0.77072172
2016-04-17 11,-0.154857479,-1.269656984,-0.246772224,0.162323421,-0.547925074,0.372440744,-0.77072172
2016-04-17 12,-0.089688322,-1.285961823,-0.247661251,0.162249787,-0.58058046,0.384242316,-0.77072172
2016-04-17 13,-0.065019383,-1.261552736,-0.248651098,0.160502998,-0.584477016,0.403642306,-0.747454908
2016-04-17 14,-0.047691209,-1.269281428,-0.251283591,0.162152276,-0.559057981,0.41494454,-0.747454908
2016-04-17 15,-0.02055371,-1.261277981,-0.25272683,0.164394451,-0.550271522,0.451056984,-0.747454908
2016-04-17 16,-0.038184904,-1.255390434,-0.251977073,0.164467803,-0.575749785,0.469944424,-0.747454908
2016-04-17 17,-0.056925188,-1.264783898,-0.249235566,0.160776645,-0.603240462,0.470406653,-0.747454908
2016-04-17 18,-0.100748877,-1.258125374,-0.247586673,0.158619066,-0.628246023,0.449784234,-0.747454908
2016-04-17 19,-0.175889664,-1.249343397,-0.249600539,0.156753585,-0.625559282,0.439928365,-0.747454908
2016-04-17 20,-0.293953234,-1.221025569,-0.248309227,0.151913646,-0.536203366,0.417551299,-0.747454908
2016-04-17 21,-0.390459951,-1.18570074,-0.245884595,0.146348084,-0.48963022,0.45322429,-0.747454908
2016-04-17 22,-0.450039475,-1.147917992,-0.246188633,0.143927844,-0.45840214,0.464107767,-0.747454908
2016-04-17 23,-0.387041671,-1.118689298,-0.250268694,0.152852869,-0.408843647,0.447428704,-0.747454908
2016-04-18 00,-0.377279556,-1.162951252,-0.246764194,0.15420974,-0.346287359,0.442384366,-0.747454908
2016-04-18 01,-0.38748692,-1.163532525,-0.24598811,0.155443818,-0.327693392,0.419660152,-0.747454908
2016-04-18 02,-0.417799257,-1.16413151,-0.242510745,0.153980683,-0.338070652,0.397887653,-0.747454908
2016-04-18 03,-0.460423319,-1.17066208,-0.238584728,0.151173465,-0.309637751,0.405609526,-0.747454908
2016-04-18 04,-0.546985332,-1.169644521,-0.239226673,0.150802771,-0.208264631,0.380742918,-0.747454908
2016-04-18 05,-0.602159459,-1.16788941,-0.240261567,0.149028796,-0.130393473,0.355424292,-0.747454908
2016-04-18 06,-0.644581655,-1.166563257,-0.239628873,0.145619522,-0.047612269,0.337969149,-0.747454908
2016-04-18 07,-0.672609059,-1.168846125,-0.242857828,0.148062476,-0.011400243,0.351780293,-0.747454908
2016-04-18 08,-0.620456866,-1.154428545,-0.241613594,0.14617057,-0.067794678,0.333236351,-0.747454908
2016-04-18 09,-0.47707404,-1.112691773,-0.250496648,0.167080341,-0.153134966,0.377356338,-0.747454908
