dat...date.name.,SPOUT.LEFT.BOTTOM.1FI33513.PV,ROOF.HT.BAY.TOTAL.PWR.1CLBAYTOT_CPV,l_n.2_glass,TMP.GLASS..LEFT.EXIT.1TIC30109.PV,S_AB7_C4_L,re_btm_up_dn,cluster
2016-08-01 20,0.115512253,0.851642088,-0.261386429,0.150365833,-1.126586458,-1.691347927,0.206484397
2016-08-01 21,0.068319126,0.850911899,-0.265817629,0.148928423,-1.064003257,-1.731797119,0.206484397
2016-08-01 22,-0.028053755,0.886243035,-0.262231305,0.136879561,-0.975823368,-1.744625537,0.206484397
2016-08-01 23,-0.059580993,0.94145744,-0.260651485,0.130790418,-0.940782549,-1.756164146,0.206484397
2016-08-02 00,-0.077302104,0.996586908,-0.25768187,0.129373506,-0.910054973,-1.765131639,0.206484397
2016-08-02 01,-0.10071504,1.006812343,-0.255825461,0.122491603,-0.877252814,-1.786086087,0.206484397
2016-08-02 02,-0.108001743,1.158886604,-0.286712021,0.174765487,-0.790577175,-1.692224038,0.206484397
2016-08-02 03,-0.103882226,0.925720089,-0.275052701,0.172569352,-0.582499961,-1.654728776,0.206484397
2016-08-02 04,-0.112315029,0.836086245,-0.273609141,0.173910354,-0.506380808,-1.624513705,0.206484397
2016-08-02 05,-0.134597761,0.784876207,-0.277083385,0.177021817,-0.451441893,-1.626493433,0.206484397
2016-08-02 06,-0.101320221,0.745592067,-0.278876837,0.181010208,-0.400605397,-1.611392527,0.206484397
2016-08-02 07,-0.099983525,0.743010272,-0.276543969,0.181563103,-0.4375426,-1.620926242,0.206484397
2016-08-02 08,-0.076503686,0.739608139,-0.27667868,0.179859795,-0.472603595,-1.547839656,0.206484397
2016-08-02 09,0.052025102,0.696713164,-0.276389377,0.181520438,-0.516795959,-1.540650384,0.206484397
2016-08-02 10,0.159627397,0.76099163,-0.272269274,0.172546049,-0.572786939,-1.624231258,0.206484397
2016-08-02 11,0.206237229,0.68992661,-0.270593395,0.164479174,-0.591894474,-1.655991281,0.206484397
2016-08-02 12,0.300188821,0.6598755,-0.269487154,0.159333842,-0.630193873,-1.725831245,0.206484397
2016-08-02 13,0.342998497,0.668093011,-0.268569188,0.155174881,-0.686733678,-1.728226622,0.206484397
2016-08-02 14,0.363386771,0.613836454,-0.269966711,0.154807346,-0.720938556,-1.72012018,0.206484397
2016-08-02 15,0.395792733,0.650724387,-0.26913802,0.153268659,-0.724410045,-1.716953805,0.206484397
2016-08-02 16,0.403685211,0.661503676,-0.268217915,0.151582788,-0.769408017,-1.721558124,0.206484397
2016-08-02 17,0.329286851,0.661386296,-0.267552442,0.148540772,-0.832560117,-1.730272668,0.206484397
2016-08-02 18,0.142406577,0.681380752,-0.268916953,0.143385674,-0.890981499,-1.747153619,0.206484397
2016-08-02 19,-0.008992599,0.691943938,-0.270281355,0.140428763,-0.85925476,-1.765162465,0.206484397
2016-08-02 20,-0.116614882,0.736974905,-0.265989773,0.127751226,-0.782116166,-1.759582534,0.206484397
2016-08-02 21,-0.11662621,0.753736159,-0.271951573,0.130104235,-0.733268762,-1.708024045,0.206484397
2016-08-02 22,-0.131026666,0.796956384,-0.270315323,0.121649864,-0.704175418,-1.795287541,0.206484397
2016-08-02 23,-0.200830812,0.854563749,-0.261925373,0.105178529,-0.682277765,-1.821052308,0.206484397
2016-08-03 00,-0.191721328,0.865666211,-0.259948766,0.102690953,-0.599226612,-1.797231753,0.206484397
2016-08-03 01,-0.179534573,0.866571526,-0.263965318,0.107822388,-0.597781728,-1.747022126,0.206484397
2016-08-03 02,-0.187381026,0.874941087,-0.267029163,0.116443222,-0.622504994,-1.731368869,0.206484397
2016-08-03 03,-0.22009164,0.822444929,-0.273466875,0.12404268,-0.590236852,-1.712677358,0.206484397
2016-08-03 04,-0.236167547,0.813510977,-0.274491818,0.125943569,-0.567004772,-1.716935245,0.206484397
2016-08-03 05,-0.238061827,0.809341869,-0.271123483,0.123321734,-0.526552719,-1.685429615,0.206484397
2016-08-03 06,-0.259247955,0.826884751,-0.276362735,0.129299673,-0.480581813,-1.672588781,0.206484397
2016-08-03 07,-0.227858823,0.896422281,-0.277655167,0.13027683,-0.459959668,-1.675897817,0.206484397
2016-08-03 08,-0.188971039,3.104481652,-0.415989048,0.328657184,-0.459219546,-1.699288482,0.206484397
2016-08-04 05,-0.136970623,0.060410322,-0.251810101,0.250761848,0.110459021,0.225842985,0.206484397
2016-08-04 06,-0.0955031,0.127165703,-0.248747693,0.217220354,-0.256971042,0.257689711,0.206484397
2016-08-04 09,0.067933544,0.248281388,-0.241822819,0.16149345,-1.083054777,0.290587665,0.206484397
2016-08-04 10,0.200737185,0.259257066,-0.241937574,0.151761934,-1.235937043,0.300458687,0.206484397
2016-08-04 11,0.272764048,0.284503373,-0.243251085,0.145590092,-1.342335965,0.283267558,0.206484397
2016-08-04 12,0.331528814,0.224380192,-0.243811855,0.140393377,-1.402315866,0.299143158,0.206484397
2016-08-04 14,0.526441214,0.14398459,-0.244705236,0.133208072,-1.30966348,0.328053926,0.206484397
2016-08-04 15,0.588713257,0.12401,-0.247331218,0.131010669,-1.215286822,0.284483853,0.206484397
2016-08-04 16,0.62970804,0.160260084,-0.251717101,0.132293967,-1.012883064,0.258621469,0.206484397
2016-08-04 17,0.66172335,0.222614582,-0.255153893,0.136748881,-0.804036081,0.259329255,0.206484397
2016-08-04 18,0.630562714,0.246524274,-0.256953543,0.139115041,-0.618770498,0.248368268,0.206484397
2016-08-04 19,0.541105604,0.254445918,-0.253768537,0.135182423,-0.502632565,0.250973883,0.229751209
2016-08-04 20,0.35989957,0.262176612,-0.252896207,0.130533563,-0.348228711,0.222362887,0.229751209
2016-08-04 21,0.236077479,0.283186662,-0.254978513,0.126758205,-0.170292222,0.213214134,0.229751209
2016-08-04 22,0.158193876,0.267415811,-0.25792462,0.127358226,0.022583484,0.227498802,0.229751209
2016-08-04 23,0.098699049,0.293659698,-0.25430702,0.123429618,0.152345938,0.277915433,0.229751209
2016-08-05 00,0.030151113,0.288833935,-0.250112631,0.119455879,0.286836649,0.289474081,0.229751209
2016-08-05 01,-0.014339382,0.362638049,-0.258583761,0.127740523,0.418987339,0.283040434,0.229751209
2016-08-05 02,0.003332233,0.393753964,-0.266024378,0.13973503,0.488208791,0.277638923,0.229751209
2016-08-05 03,-0.027312662,0.384397361,-0.26455647,0.141975727,0.52697313,0.257201669,0.229751209
2016-08-05 04,-0.038792725,0.375924884,-0.264869464,0.143679465,0.621210333,0.270908473,0.229751209
2016-08-05 05,-0.018389623,0.379834871,-0.265998505,0.146294991,0.706596718,0.262876283,0.229751209
2016-08-05 06,-0.117413892,0.400094754,-0.260888105,0.143324873,0.784155283,0.259429333,0.229751209
2016-08-05 07,-0.125957963,0.400172365,-0.263371899,0.143852302,0.819775944,0.268564319,0.229751209
2016-08-05 08,-0.035045712,0.415875084,-0.264657194,0.147108001,0.834961344,0.261050825,0.229751209
2016-08-05 09,0.050266585,0.387210894,-0.26526209,0.154513732,0.803260356,0.299331845,0.229751209
2016-08-05 10,0.17979539,0.36266645,-0.261225854,0.15369881,0.791766604,0.373226779,0.229751209
2016-08-05 11,0.246988243,0.297388102,-0.25918598,0.152359871,0.774868491,0.387714271,0.229751209
2016-08-05 12,0.363358894,0.258149244,-0.259715353,0.157485814,0.74390376,0.395241995,0.229751209
2016-08-05 13,0.460216081,0.229523879,-0.25662815,0.155286437,0.683881147,0.338753221,0.229751209
2016-08-05 14,0.534754594,0.187044342,-0.257319771,0.155349725,0.635360938,0.330031124,0.229751209
2016-08-05 15,0.587242103,0.132802477,-0.255235425,0.148468694,0.622064501,0.290639823,0.229751209
2016-08-05 16,0.605337051,0.092049613,-0.25533211,0.145565856,0.55620569,0.288865726,0.229751209
2016-08-05 17,0.63456002,0.0855181,-0.254588138,0.139690639,0.503735818,0.287784758,0.229751209
2016-08-05 18,0.605673345,0.09231402,-0.25516567,0.136347692,0.453432895,0.290738099,0.229751209
2016-08-05 19,0.487768107,0.154708438,-0.257191429,0.133792603,0.416039335,0.278435734,0.229751209
2016-08-05 20,0.320900608,0.176459025,-0.257715068,0.127648851,0.385366474,0.271031234,0.229751209
2016-08-05 21,0.251339014,0.243181926,-0.262820533,0.129823613,0.409120295,0.276056942,0.229751209
2016-08-05 22,0.188530353,0.23796905,-0.269231196,0.141448898,0.418131975,0.31237251,0.229751209
2016-08-05 23,0.128030706,0.254400862,-0.268704995,0.143274587,0.371154999,0.351041449,0.229751209
2016-08-06 01,0.019892594,0.307451025,-0.267013861,0.141415365,0.282873888,0.35761271,0.229751209
2016-08-06 02,-0.040311091,0.299401389,-0.266631138,0.142747984,0.282498373,0.355443638,0.229751209
2016-08-06 03,-0.074509437,0.294780172,-0.268510364,0.144385599,0.292693194,0.329642905,0.229751209
2016-08-06 04,-0.103249969,0.293005044,-0.266388514,0.143569657,0.285075616,0.316694475,0.229751209
2016-08-06 05,-0.082546961,0.279969134,-0.271600415,0.14647159,0.314231403,0.295030439,0.229751209
2016-08-06 06,-0.056270333,0.278026131,-0.275773884,0.148463306,0.323248999,0.271696137,0.229751209
2016-08-06 07,-0.072866755,0.26271483,-0.27361706,0.148445633,0.328395824,0.25995095,0.229751209
2016-08-06 08,-0.02210876,0.263282432,-0.277341191,0.154290245,0.333049052,0.262356214,0.229751209
2016-08-06 09,0.098702133,0.245014649,-0.27208672,0.151371173,0.369394308,0.277489539,0.229751209
2016-08-06 10,0.236352891,0.226247699,-0.271449922,0.155271465,0.418154955,0.33602705,0.229751209
2016-08-06 11,0.354380607,0.234693776,-0.27320364,0.161993004,0.49368052,0.446720721,0.229751209
2016-08-06 12,0.394687529,0.200719082,-0.277801661,0.174642169,0.486631258,0.555740789,0.229751209
2016-08-06 13,0.474137925,0.215395821,-0.275684219,0.175779689,0.429855017,0.537977408,0.229751209
2016-08-06 14,0.56942562,0.304624764,-0.282031433,0.183875277,0.362400787,0.488540569,0.229751209
2016-08-06 19,0.410894692,0.195517839,-0.28474626,0.161369563,0.185786552,0.577292597,0.229751209
2016-08-06 20,0.326343297,0.200367773,-0.285725018,0.173213533,0.079677277,0.606961715,0.229751209
2016-08-06 21,0.254241881,0.222095322,-0.285657756,0.176743462,0.045114461,0.563531498,0.229751209
2016-08-06 22,0.185968645,0.254577083,-0.28647817,0.178425468,-0.003660651,0.515163522,0.229751209
2016-08-06 23,0.119395207,0.291563588,-0.287669002,0.17834525,-0.029509163,0.522828837,0.229751209
2016-08-07 00,0.08051635,0.307758411,-0.289231699,0.179061443,-0.029729561,0.558189433,0.253018022
2016-08-07 01,0.023237121,0.303321913,-0.286882094,0.179489994,-0.025129783,0.557516422,0.253018022
2016-08-07 02,-0.040125477,0.30280254,-0.283872277,0.17738563,-0.019913333,0.559203597,0.253018022
2016-08-07 03,-0.052126202,0.302959954,-0.285746808,0.180184118,-0.035419842,0.553478499,0.253018022
2016-08-07 04,-0.078027865,0.302992433,-0.284880343,0.17985229,-0.060258693,0.513140807,0.253018022
2016-08-07 05,-0.071410636,0.368766852,-0.28295083,0.178220961,-0.026882848,0.484541892,0.253018022
2016-08-07 06,-0.09174209,0.357222742,-0.283975195,0.180225559,0.063019397,0.477165157,0.253018022
2016-08-07 07,-0.102410776,0.356227202,-0.285588681,0.182751063,0.136474071,0.477052941,0.253018022
2016-08-07 08,-0.022951838,0.353258257,-0.292883923,0.191462002,0.195756666,0.482194238,0.253018022
2016-08-07 09,0.076813138,0.320956871,-0.28624149,0.187614461,0.202971611,0.509372037,0.253018022
2016-08-07 10,0.175900751,0.315586695,-0.285113255,0.186405259,0.226636999,0.548937125,0.253018022
2016-08-07 11,0.269681972,0.315084091,-0.282760608,0.18820138,0.247487681,0.579661687,0.253018022
2016-08-07 12,0.34133814,0.269397563,-0.27816054,0.18515707,0.224983446,0.59167158,0.253018022
2016-08-07 13,0.414178662,0.293058635,-0.272915505,0.18043799,0.185975866,0.554650073,0.253018022
2016-08-07 14,0.481834884,0.29179442,-0.274184013,0.180252254,0.100646863,0.538514179,0.253018022
2016-08-07 15,0.532435052,0.299708813,-0.276809541,0.18250447,0.039144383,0.547248634,0.253018022
2016-08-07 16,0.546034096,0.278574924,-0.278636788,0.186103191,-0.017603886,0.546342644,0.253018022
2016-08-07 17,0.545482175,0.283318922,-0.276453455,0.182265747,-0.049820938,0.529978528,0.253018022
2016-08-07 18,0.486881405,0.254484932,-0.275988108,0.179907604,-0.078640127,0.5092154,0.253018022
2016-08-07 19,0.386911953,0.255507702,-0.275889211,0.174907229,-0.071834073,0.503924269,0.253018022
2016-08-07 20,0.292925219,0.261699349,-0.27526548,0.169913527,-0.102160178,0.497767075,0.253018022
2016-08-07 21,0.204528207,0.292157513,-0.278329336,0.170376548,-0.115828095,0.531249695,0.253018022
2016-08-07 22,0.131575438,0.262154518,-0.278709844,0.167216674,-0.121074398,0.533953379,0.253018022
2016-08-07 23,0.065792263,0.22064941,-0.280560272,0.168387115,-0.116866413,0.547615925,0.253018022
2016-08-08 00,-0.01685204,0.29213844,-0.279286495,0.166150035,-0.071684257,0.551844037,0.253018022
2016-08-08 01,-0.043201117,0.338417836,-0.283931813,0.172759103,-0.039362699,0.551747782,0.253018022
2016-08-08 02,-0.035664001,0.347605734,-0.286872492,0.17937235,-0.029055098,0.549622713,0.253018022
2016-08-08 03,-0.085307807,0.347465241,-0.287373323,0.183323165,0.03209071,0.542524938,0.253018022
2016-08-08 04,-0.082080627,0.34772859,-0.286926234,0.187682977,0.05685255,0.536670922,0.253018022
2016-08-08 05,-0.094775382,0.347388611,-0.287654467,0.190133888,0.074197,0.522599368,0.253018022
2016-08-08 06,-0.128131984,0.336627034,-0.287020292,0.188931645,0.111041153,0.478928121,0.253018022
2016-08-08 07,-0.124493659,0.300739967,-0.28756898,0.190092817,0.210941792,0.465285463,0.253018022
2016-08-08 08,-0.021711227,0.295950876,-0.289115501,0.190642084,0.294863802,0.461750042,0.253018022
2016-08-08 09,0.139853291,0.279213754,-0.28062179,0.185911825,0.301343242,0.476589453,0.253018022
2016-08-08 10,0.232689388,0.263655759,-0.279477782,0.185544738,0.280021054,0.507294056,0.253018022
2016-08-08 11,0.29858567,0.245632518,-0.246617532,0.181819583,0.290505761,0.5330743,0.253018022
2016-08-08 12,0.365857852,0.248215371,-0.268870975,0.173758846,0.297773848,0.067320857,0.253018022
2016-08-08 13,0.438803563,0.249179413,-0.269674393,0.169767307,0.256366985,0.421169831,0.253018022
2016-08-08 14,0.502447414,0.224882608,-0.268724716,0.16919376,0.200518161,0.527367623,0.253018022
2016-08-08 15,0.510865359,0.255018731,-0.268934347,0.170179353,0.137519639,0.580646157,0.253018022
2016-08-08 16,0.493619806,0.27576547,-0.268764462,0.170867202,0.072090203,0.593569062,0.253018022
2016-08-08 17,0.453259534,0.30657396,-0.266964349,0.165342425,0.050071152,0.587661387,0.253018022
2016-08-08 18,0.393002469,0.314088626,-0.267358525,0.162497935,0.005266118,0.576427677,0.253018022
2016-08-08 19,0.343820075,0.322417248,-0.271179228,0.167151141,-0.053704533,0.557154028,0.253018022
2016-08-08 20,0.340852767,0.325427095,-0.271411374,0.172538659,-0.097871283,0.544901454,0.253018022
2016-08-08 21,0.329521012,0.330029504,-0.275936153,0.17852632,-0.128733902,0.535006466,0.253018022
2016-08-08 22,0.264872518,0.325411384,-0.274889105,0.176455412,-0.174878254,0.511082438,0.253018022
2016-08-08 23,0.19695512,0.335219304,-0.274143187,0.172312696,-0.17542106,0.502212817,0.253018022
2016-08-09 00,0.168838659,0.385319444,-0.274708063,0.172140542,-0.173517221,0.537155731,0.276284834
2016-08-09 01,0.117025726,0.323317351,-0.274814392,0.165826886,-0.158259392,0.553456912,0.276284834
2016-08-09 02,0.078440696,0.306975764,-0.274244173,0.161873237,-0.16630019,0.535547209,0.276284834
2016-08-09 03,0.04437669,0.272092584,-0.278646924,0.166249482,-0.222440405,0.533429174,0.276284834
2016-08-09 04,0.014388725,0.265094118,-0.281104332,0.166055894,-0.285618426,0.524176532,0.276284834
2016-08-09 05,0.010360369,0.242856676,-0.281975461,0.165064549,-0.254941872,0.476302698,0.276284834
2016-08-09 06,-0.013183615,0.228876702,-0.281534092,0.164487231,-0.221893666,0.467986329,0.276284834
2016-08-09 07,-0.016456435,0.237596667,-0.280429786,0.163709877,-0.187657737,0.456909833,0.276284834
2016-08-09 08,0.013956198,0.23761336,-0.280869886,0.162923453,-0.095049841,0.449141623,0.276284834
2016-08-09 09,0.065063684,0.238885959,-0.279340162,0.161362841,-0.051775559,0.460486325,0.276284834
2016-08-09 10,0.142199196,0.237150864,-0.280643127,0.163024968,-0.056037952,0.489801966,0.276284834
2016-08-09 11,0.225408497,0.244278229,-0.275699978,0.158259434,-0.061464849,0.561623586,0.276284834
2016-08-09 12,0.313643678,0.217874889,-0.274473816,0.164473985,-0.067495011,0.584593219,0.276284834
2016-08-09 13,0.391248489,0.24015954,-0.273112065,0.167201437,-0.068335432,0.613630606,0.276284834
2016-08-09 14,0.434441908,0.287321099,-0.260810841,0.155714061,-0.079760893,0.568196164,0.276284834
2016-08-09 15,0.518172051,0.242603863,-0.264264299,0.163145672,-0.045780448,0.556498689,0.276284834
2016-08-09 16,0.570161435,0.22724101,-0.267411935,0.166890365,-0.070836108,0.564541423,0.276284834
2016-08-09 17,0.562349145,0.223941679,-0.270347776,0.171428612,-0.158649714,0.55716097,0.276284834
2016-08-09 18,0.521192561,0.223791668,-0.267530386,0.16961254,-0.202260869,0.554019623,0.276284834
2016-08-09 19,0.441788219,0.223644792,-0.265481756,0.169521431,-0.287690684,0.547099077,0.276284834
2016-08-09 20,0.352806221,0.224370713,-0.263637787,0.167813745,-0.384182551,0.532252622,0.276284834
2016-08-09 21,0.278751451,0.224187203,-0.250897192,0.167337207,-0.236375228,0.679037902,0.276284834
2016-08-09 22,0.206884343,0.224518684,-0.145928722,0.165503875,-0.153281738,-0.112749243,0.276284834
2016-08-09 23,0.120257325,0.214857678,-0.218610634,0.160494765,-0.170956051,0.31157384,0.276284834
2016-08-10 00,0.061288884,0.193021057,-0.247082921,0.162933225,-0.150941582,0.454282759,0.276284834
2016-08-10 01,0.041977938,0.176434967,-0.256185457,0.157316302,-0.075940597,0.550111287,0.276284834
2016-08-10 02,0.003477249,0.212563441,-0.2601926,0.156471662,-0.047311713,0.50376247,0.276284834
2016-08-10 03,-0.047659241,0.211389452,-0.266944454,0.160621712,-0.003834507,0.50607149,0.276284834
2016-08-10 04,-0.095905764,0.213316517,-0.267458888,0.157512807,0.08412529,0.548050169,0.276284834
2016-08-10 05,-0.111314094,0.237547267,-0.273774541,0.166795043,0.130366693,0.579571149,0.276284834
2016-08-10 06,-0.123523506,0.226657736,-0.274419731,0.171041055,0.150625873,0.588895826,0.276284834
2016-08-10 07,-0.102952079,0.226217221,-0.273111933,0.172875214,0.215677708,0.590614289,0.276284834
2016-08-10 08,-0.058599838,0.240147984,-0.269358465,0.165739356,0.282699245,0.590474388,0.276284834
2016-08-10 09,0.034150376,0.275967901,-0.272984794,0.166657619,0.262211049,0.597946823,0.276284834
2016-08-10 10,0.121902409,0.245203446,-0.266555995,0.167342418,0.239275557,0.456109049,0.276284834
2016-08-10 11,0.232641316,0.264458423,-0.264637796,0.16853163,0.272827003,0.410302673,0.276284834
2016-08-10 12,0.323371926,0.294309103,-0.263065252,0.170705145,0.282776359,0.3998044,0.276284834
2016-08-10 13,0.40895062,0.27472899,-0.261930727,0.173567055,0.253057213,0.401022751,0.276284834
2016-08-10 14,0.486848902,0.266827325,-0.261476396,0.176638539,0.203098002,0.430161024,0.276284834
2016-08-10 15,0.540406118,0.261428824,-0.258149846,0.174837312,0.15814517,0.453686184,0.276284834
2016-08-10 16,0.568961599,0.279700572,-0.25668293,0.171442751,0.101662029,0.456626924,0.276284834
2016-08-10 17,0.542875123,0.290841897,-0.255386655,0.174608487,0.05367529,0.451553342,0.276284834
2016-08-10 18,0.506622683,0.289802207,-0.258485019,0.179437944,0.028313399,0.432984431,0.276284834
2016-08-10 19,0.424090389,0.254784878,-0.251307457,0.169251943,-0.037227553,0.413960139,0.276284834
2016-08-10 20,0.344751942,0.248448394,-0.249153496,0.162495101,-0.110331779,0.398999342,0.276284834
2016-08-10 21,0.267676454,0.244497504,-0.250503315,0.156416816,-0.108891409,0.356139493,0.276284834
2016-08-10 22,0.189095263,0.287079994,-0.253830313,0.154979031,-0.085589944,0.316232719,0.276284834
2016-08-10 23,0.099372735,0.300394889,-0.252671842,0.149483067,-0.07894889,0.323844674,0.276284834
2016-08-11 00,0.023861015,0.313304922,-0.257758347,0.152542336,-0.043882491,0.321634589,0.299551646
2016-08-11 01,-0.033453504,0.298297759,-0.260528413,0.153797214,-0.046206814,0.330582412,0.299551646
2016-08-11 02,-0.067084717,0.277278343,-0.265276329,0.157941094,-0.080939144,0.340795675,0.299551646
2016-08-11 03,-0.110208386,0.281037187,-0.267958878,0.15997698,-0.087884208,0.342914737,0.299551646
2016-08-11 04,-0.12256996,0.292343176,-0.270342335,0.16843434,-0.016340964,0.346759227,0.299551646
2016-08-11 05,-0.144010296,0.278308591,-0.271096336,0.170732712,0.053848087,0.350775125,0.299551646
2016-08-11 06,-0.164405806,0.272915151,-0.273691461,0.170292112,0.110419592,0.351010889,0.299551646
2016-08-11 07,-0.148021421,0.231087096,-0.267277698,0.164831119,0.158035467,0.409251573,0.299551646
2016-08-11 08,-0.077147361,0.236727948,-0.264975199,0.161496438,0.186859511,0.42413337,0.299551646
2016-08-11 09,0.073328459,0.255370267,-0.263620502,0.163780285,0.11990541,0.400095405,0.299551646
2016-08-11 10,0.226623872,0.259495187,-0.258238374,0.158132482,0.109262133,0.351434161,0.299551646
2016-08-11 11,0.307927357,0.289961735,-0.255731091,0.162920856,0.032490368,0.290424607,0.299551646
2016-08-11 12,0.38303754,0.234123078,-0.25520157,0.167231149,-0.066458164,0.298545024,0.299551646
2016-08-11 13,0.486993147,0.238109619,-0.250499522,0.165022386,-0.118566849,0.331405511,0.299551646
2016-08-11 14,0.559164284,0.240365144,-0.247767415,0.163072447,-0.137571554,0.349740645,0.299551646
2016-08-11 15,0.604004062,0.25885107,-0.247157458,0.163650736,-0.11122582,0.369066476,0.299551646
2016-08-11 16,0.639324783,0.23635666,-0.246801514,0.167124561,-0.090050473,0.347565474,0.299551646
2016-08-11 17,0.612067505,0.271493711,-0.248524491,0.170934395,-0.058770311,0.344215033,0.299551646
2016-08-11 18,0.565861493,0.276953017,-0.248250337,0.168324184,-0.011719231,0.341431102,0.299551646
2016-08-11 19,0.451127534,0.275078335,-0.246352316,0.162303255,0.024216108,0.331265529,0.299551646
2016-08-11 20,0.33389699,0.269447869,-0.245109019,0.156417478,-0.022493038,0.317220112,0.299551646
2016-08-11 21,0.247626105,0.279988131,-0.244954872,0.152509509,-0.060168071,0.297036788,0.299551646
2016-08-11 22,0.140189674,0.289872492,-0.243345823,0.145445482,-0.063000422,0.290601929,0.299551646
2016-08-11 23,0.062539282,0.287134454,-0.245152048,0.142029977,-0.047321117,0.270185626,0.299551646
2016-08-12 00,0.036300436,0.308349088,-0.248053582,0.14935151,-0.039779011,0.259283992,0.299551646
2016-08-12 01,-0.034890258,0.250817182,-0.247818466,0.154090822,-0.063041629,0.249990903,0.299551646
2016-08-12 02,-0.081523309,0.244349533,-0.247797904,0.152808092,-0.065318555,0.244283291,0.299551646
2016-08-12 03,-0.10098363,0.272938226,-0.255804022,0.163012433,-0.025164014,0.251552475,0.299551646
2016-08-12 04,-0.110973618,0.255403805,-0.254716458,0.167472089,-0.015828012,0.252357336,0.299551646
2016-08-12 05,-0.110570717,0.241874732,-0.254529267,0.16745259,-0.035825416,0.24725361,0.299551646
2016-08-12 06,-0.129821255,0.243210327,-0.253688228,0.166796069,-0.029920653,0.301220388,0.299551646
2016-08-12 07,-0.130148593,0.217224389,-0.285630486,0.164109632,0.03315423,-0.383894505,0.299551646
2016-08-12 08,-0.068864941,0.20030474,-0.277368988,0.163204809,0.078234583,-0.036991348,0.299551646
2016-08-12 09,0.049908761,0.251971231,-0.313307046,0.166647417,0.036424881,0.210146555,0.299551646
2016-08-12 10,0.153649632,0.243803043,-0.2851666,0.171774304,0.031928377,0.394656207,0.299551646
2016-08-12 11,0.226269636,0.233744312,-0.287740181,0.17169906,0.033149135,0.638890468,0.299551646
2016-08-12 12,0.326893052,0.220056958,-0.268920249,0.167954306,5.97e-06,0.150973582,0.299551646
2016-08-12 13,0.394639991,0.20640839,-0.257263604,0.165801305,-0.04156405,0.05490392,0.299551646
2016-08-12 14,0.495240603,0.26640558,-0.255156149,0.169490468,-0.070915854,0.071772975,0.299551646
2016-08-12 15,0.565782817,0.249719898,-0.248143841,0.168371636,-0.106602583,0.060682689,0.299551646
2016-08-12 16,0.604575496,0.265413137,-0.24160867,0.16315492,-0.135160132,0.070842811,0.299551646
2016-08-12 17,0.595249437,0.254994636,-0.243529952,0.163510615,-0.146109574,0.08425466,0.299551646
2016-08-12 18,0.54545854,0.254049439,-0.245265453,0.168567259,-0.192463894,0.119730995,0.299551646
2016-08-12 19,0.4493826,0.253731516,-0.243112143,0.169094308,-0.237699226,0.11896978,0.299551646
2016-08-12 20,0.333887678,0.244245749,-0.240962372,0.165907639,-0.23804923,0.095193276,0.299551646
2016-08-12 21,0.25551025,0.237558862,-0.242923019,0.164561405,-0.188178863,0.088979962,0.299551646
2016-08-12 22,0.190980676,0.254753342,-0.238232969,0.164110465,-0.130704561,0.096269959,0.299551646
2016-08-12 23,0.093919399,0.257944622,-0.23433205,0.157970358,-0.113428539,0.091476364,0.299551646
2016-08-13 00,0.055464023,0.245590597,-0.237766659,0.155924932,-0.016106408,0.070763858,0.322818459
2016-08-13 01,0.011315635,0.220815434,-0.242794275,0.159273564,0.107931432,0.083354087,0.322818459
2016-08-13 02,-0.04503051,0.205229151,-0.242929094,0.158606863,0.191941054,0.085087356,0.322818459
2016-08-13 03,-0.087994929,0.205373988,-0.242466455,0.156185867,0.189171831,0.082876335,0.322818459
2016-08-13 04,-0.104117484,0.220254177,-0.242336804,0.152398278,0.204297626,0.081649715,0.322818459
2016-08-13 05,-0.107146476,0.233862938,-0.248780336,0.163516918,0.19055157,0.086224062,0.322818459
2016-08-13 06,-0.120196772,0.23569162,-0.245945744,0.16013092,0.155078742,0.078493181,0.322818459
2016-08-13 07,-0.113637639,0.221632751,-0.245761446,0.161423113,0.133797761,0.080751105,0.322818459
2016-08-13 08,-0.085510769,0.220134644,-0.246171501,0.16316446,0.092901901,0.082154585,0.322818459
2016-08-13 09,0.00277281,0.211275169,-0.249142859,0.167001789,0.065984089,0.087524901,0.322818459
2016-08-13 10,0.112325968,0.207379759,-0.252591003,0.174717446,0.096416341,0.150654245,0.322818459
2016-08-13 11,0.229320158,0.212262287,-0.242643173,0.133450975,-0.007398122,0.775358434,0.322818459
2016-08-13 12,0.320923027,0.233774865,-0.278530843,0.168259236,-0.250548368,0.943491682,0.322818459
2016-08-13 13,0.403537082,0.191843971,-0.286239339,0.175919733,-0.437324766,1.042819492,0.322818459
2016-08-13 14,0.495968677,0.157697135,-0.288280957,0.171035204,-0.523991754,1.134781471,0.322818459
2016-08-13 15,0.526309247,0.156839067,-0.293272131,0.173755416,-0.578795763,1.177541843,0.322818459
2016-08-13 16,0.548159007,0.155566581,-0.299518928,0.179424908,-0.589780325,1.204172984,0.322818459
2016-08-13 17,0.529206953,0.134053965,-0.294813225,0.171546796,-0.63014928,1.212476706,0.322818459
2016-08-13 18,0.477821208,0.145138639,-0.295767382,0.170183903,-0.650400801,1.223118461,0.322818459
2016-08-13 19,0.372850283,0.141066102,-0.295405604,0.169981861,-0.621375405,0.922920394,0.322818459
2016-08-13 20,0.288141032,0.102359043,-0.29276396,0.157629431,-0.548014772,0.827545663,0.322818459
